Index,Date,Route,Classification,Donor,Aid (tons)
43654,23 Jul 2024,Land Crossings,Medical Supplies,UNRWA,10
43655,23 Jul 2024,Land Crossings,Food,WFP,15
43656,23 Jul 2024,Land Crossings,Food,WFP,15
43657,23 Jul 2024,Land Crossings,Food,WFP,15
43658,23 Jul 2024,Land Crossings,Food,WFP,15
43659,23 Jul 2024,Land Crossings,Food,WFP,30
43660,23 Jul 2024,Land Crossings,Food,WCK,20
43661,23 Jul 2024,Land Crossings,Shelter Equipment,MAP,15
43662,23 Jul 2024,Land Crossings,Food,Rahma,20
43663,23 Jul 2024,Land Crossings,Food,Rahma,20
43664,23 Jul 2024,Land Crossings,Shelter Equipment,ICRC,15
43665,23 Jul 2024,Land Crossings,Food,WCK,20
43666,23 Jul 2024,Land Crossings,Shelter Equipment,ICRC,10
43667,23 Jul 2024,Land Crossings,Shelter Equipment,ICRC,10
43668,23 Jul 2024,Land Crossings,Shelter Equipment,IOM,15
43669,23 Jul 2024,Land Crossings,Food,WFP,30
43670,23 Jul 2024,Land Crossings,Food,WFP,15
43671,23 Jul 2024,Land Crossings,Shelter Equipment,IOM,15
43672,23 Jul 2024,Land Crossings,Food,WFP,15
43673,23 Jul 2024,Land Crossings,Shelter Equipment,MAP,15
43674,23 Jul 2024,Land Crossings,Food,WCK,20
43675,23 Jul 2024,Land Crossings,Food,WFP,15
43676,23 Jul 2024,Land Crossings,Food,WFP,15
43677,23 Jul 2024,Land Crossings,Shelter Equipment,ICRC,15
43678,23 Jul 2024,Land Crossings,Food,WFP,15
43679,23 Jul 2024,Land Crossings,Food,WCK,20
43680,23 Jul 2024,Land Crossings,Food,WFP,15
43681,23 Jul 2024,Land Crossings,Food,WFP,30
43682,23 Jul 2024,Land Crossings,Shelter Equipment,IOM,15
43683,23 Jul 2024,Land Crossings,Food,WFP,30
43684,23 Jul 2024,Land Crossings,Shelter Equipment,IOM,15
43685,23 Jul 2024,Land Crossings,Food,WFP,30
43686,23 Jul 2024,Land Crossings,Food,WCK,20
43687,23 Jul 2024,Land Crossings,Food,WFP,15
43688,23 Jul 2024,Land Crossings,Food,WFP,15
43689,23 Jul 2024,Land Crossings,Shelter Equipment,IOM,15
43690,23 Jul 2024,Land Crossings,Food,WCK,20
43691,23 Jul 2024,Land Crossings,Food,WCK,20
43692,23 Jul 2024,Land Crossings,Food,WFP,15
43693,23 Jul 2024,Land Crossings,Food,WFP,30
43694,23 Jul 2024,Land Crossings,Food,WFP,30
43695,23 Jul 2024,Land Crossings,Food,WFP,30
43696,23 Jul 2024,Land Crossings,Shelter Equipment,IOM,15
43697,23 Jul 2024,Land Crossings,Food,WCK,20
43698,23 Jul 2024,Land Crossings,Food,WFP,30
43699,23 Jul 2024,Land Crossings,Food,WFP,15
43700,23 Jul 2024,Land Crossings,Food,WFP,15
43701,23 Jul 2024,Land Crossings,Food,WCK,20
43702,23 Jul 2024,Land Crossings,Food,WFP,30
43703,23 Jul 2024,Land Crossings,Food,WFP,30
43704,23 Jul 2024,Land Crossings,Food,WCK,20
43705,23 Jul 2024,Land Crossings,Food,WFP,15
43706,23 Jul 2024,Land Crossings,Food,WFP,30
43707,23 Jul 2024,Land Crossings,Shelter Equipment,ICRC,10
43708,23 Jul 2024,Land Crossings,Food,WFP,15
43709,23 Jul 2024,Land Crossings,Food,WFP,30
43710,23 Jul 2024,Land Crossings,Food,Private sector,20
43711,23 Jul 2024,Land Crossings,Food,Private sector,20
43712,23 Jul 2024,Land Crossings,Food,Private sector,20
43713,23 Jul 2024,Land Crossings,Food,Private sector,20
43714,23 Jul 2024,Land Crossings,Food,Private sector,20
43715,23 Jul 2024,Land Crossings,Food,Private sector,20
43716,23 Jul 2024,Land Crossings,Food,Private sector,20
43717,23 Jul 2024,Land Crossings,Food,Private sector,20
43718,23 Jul 2024,Land Crossings,Food,Private sector,20
43719,23 Jul 2024,Land Crossings,Food,Private sector,20
43720,23 Jul 2024,Land Crossings,Food,Private sector,20
43721,23 Jul 2024,Land Crossings,Food,Private sector,20
43722,23 Jul 2024,Land Crossings,Food,Private sector,20
43723,23 Jul 2024,Land Crossings,Food,Private sector,20
43724,23 Jul 2024,Land Crossings,Food,Private sector,20
43725,23 Jul 2024,Land Crossings,Food,Private sector,20
43726,23 Jul 2024,Land Crossings,Food,Private sector,20
43727,23 Jul 2024,Land Crossings,Food,Private sector,20
43728,23 Jul 2024,Land Crossings,Food,Private sector,20
43729,23 Jul 2024,Land Crossings,Food,Private sector,20
43730,23 Jul 2024,Land Crossings,Food,Private sector,20
43731,23 Jul 2024,Land Crossings,Food,Private sector,20
43732,23 Jul 2024,Land Crossings,Food,Private sector,20
43733,23 Jul 2024,Land Crossings,Food,Private sector,20
43734,23 Jul 2024,Land Crossings,Food,Private sector,20
43735,23 Jul 2024,Land Crossings,Water,Private sector,20
43736,23 Jul 2024,Land Crossings,Food,Private sector,20
43737,23 Jul 2024,Land Crossings,Water,Private sector,20
43738,23 Jul 2024,Land Crossings,Food,Private sector,20
43739,23 Jul 2024,Land Crossings,Food,Rahma,20
43740,23 Jul 2024,Land Crossings,Shelter Equipment,MAP,15
43741,23 Jul 2024,Land Crossings,Shelter Equipment,MAP,15
43742,23 Jul 2024,Land Crossings,Food,WCK,20
43743,23 Jul 2024,Land Crossings,Food,WFP,30
43744,23 Jul 2024,Land Crossings,Food,WFP,15
43745,23 Jul 2024,Land Crossings,Food,WFP,30
43746,23 Jul 2024,Land Crossings,Food,WFP,30
43747,23 Jul 2024,Land Crossings,Food,WCK,20
43748,23 Jul 2024,Land Crossings,Food,WFP,15
43749,23 Jul 2024,Land Crossings,Food,WFP,30
43750,23 Jul 2024,Land Crossings,Food,WCK,20
43751,23 Jul 2024,Land Crossings,Food,WCK,20
43752,23 Jul 2024,Land Crossings,Food,WFP,30
43753,23 Jul 2024,Land Crossings,Medical Supplies,Jordan,-
43754,23 Jul 2024,Land Crossings,Medical Supplies,Jordan,-
43755,23 Jul 2024,Land Crossings,Medical Supplies,Jordan,-
43756,23 Jul 2024,Land Crossings,Medical Supplies,Jordan,-
43757,23 Jul 2024,Land Crossings,Medical Supplies,Jordan,-
43758,23 Jul 2024,Land Crossings,Medical Supplies,Jordan,-
43759,23 Jul 2024,Land Crossings,Medical Supplies,Jordan,-
43760,23 Jul 2024,Land Crossings,Medical Supplies,Jordan,-
43761,23 Jul 2024,Land Crossings,Medical Supplies,Jordan,-
43762,23 Jul 2024,Land Crossings,Medical Supplies,Jordan,-
43763,23 Jul 2024,Land Crossings,Medical Supplies,Jordan,-
43764,23 Jul 2024,Land Crossings,Medical Supplies,Jordan,-
43765,23 Jul 2024,Land Crossings,Medical Supplies,Jordan,-
43766,23 Jul 2024,Land Crossings,Medical Supplies,Jordan,-
43767,23 Jul 2024,Land Crossings,Medical Supplies,Jordan,-
43768,23 Jul 2024,Land Crossings,Medical Supplies,Jordan,-
43769,23 Jul 2024,Land Crossings,Medical Supplies,Jordan,-
43770,23 Jul 2024,Land Crossings,Fuel,Jordan,-
43771,23 Jul 2024,Land Crossings,Fuel,Jordan,-
43772,23 Jul 2024,Land Crossings,Food,WFP,30
43773,23 Jul 2024,Land Crossings,Food,WFP,30
43774,23 Jul 2024,Land Crossings,Food,WFP,30
43775,23 Jul 2024,Land Crossings,Food,WFP,30
43776,23 Jul 2024,Land Crossings,Food,WFP,30
43777,23 Jul 2024,Land Crossings,Food,WFP,30
43778,23 Jul 2024,Land Crossings,Food,WFP,30
43779,23 Jul 2024,Land Crossings,Food,WFP,30
43780,23 Jul 2024,Land Crossings,Food,WFP,30
43781,23 Jul 2024,Land Crossings,Food,WFP,30
43782,23 Jul 2024,Land Crossings,Food,WFP,30
43783,23 Jul 2024,Land Crossings,Food,WFP,30
43784,23 Jul 2024,Land Crossings,Food,WFP,30
43785,23 Jul 2024,Land Crossings,Food,WFP,30
43786,23 Jul 2024,Land Crossings,Food,WFP,30
43787,23 Jul 2024,Land Crossings,Food,WFP,30
43788,23 Jul 2024,Land Crossings,Food,WFP,30
43789,23 Jul 2024,Land Crossings,Food,WFP,30
43790,23 Jul 2024,Land Crossings,Food,WFP,30
43791,23 Jul 2024,Land Crossings,Food,WFP,30
43792,23 Jul 2024,Land Crossings,Food,WFP,30
43793,23 Jul 2024,Land Crossings,Food,WFP,30
43794,23 Jul 2024,Land Crossings,Food,WFP,30
43795,23 Jul 2024,Land Crossings,Food,WFP,30
43796,23 Jul 2024,Land Crossings,Food,WFP,30
43797,23 Jul 2024,Land Crossings,Food,WFP,30
43798,23 Jul 2024,Land Crossings,Food,WFP,30
43799,23 Jul 2024,Land Crossings,Food,WFP,30
43800,23 Jul 2024,Land Crossings,Food,WFP,30
43801,23 Jul 2024,Land Crossings,Food,WFP,30
43802,23 Jul 2024,Land Crossings,Food,WFP,30
43803,23 Jul 2024,Land Crossings,Fuel,UAE,29.0675
43804,23 Jul 2024,Land Crossings,Food,Private sector,20
43805,23 Jul 2024,Land Crossings,Food,Private sector,20
43806,23 Jul 2024,Land Crossings,Food,Private sector,20
43807,23 Jul 2024,Land Crossings,Food,Private sector,20
43808,23 Jul 2024,Land Crossings,Food,Private sector,20
43809,23 Jul 2024,Land Crossings,Food,Private sector,20
43810,23 Jul 2024,Land Crossings,Food,Private sector,20
43811,23 Jul 2024,Land Crossings,Food,Private sector,20
43812,23 Jul 2024,Land Crossings,Food,Private sector,20
43813,23 Jul 2024,Land Crossings,Food,Private sector,20
43814,23 Jul 2024,Land Crossings,Food,Private sector,20
43815,23 Jul 2024,Land Crossings,Food,Private sector,20
43816,23 Jul 2024,Land Crossings,Food,Private sector,20
43817,23 Jul 2024,Land Crossings,Food,Private sector,20
43818,23 Jul 2024,Land Crossings,Food,Private sector,20
43819,23 Jul 2024,Land Crossings,Food,Private sector,20
43820,23 Jul 2024,Land Crossings,Food,Private sector,20
43821,23 Jul 2024,Land Crossings,Food,WCK,20
43822,23 Jul 2024,Land Crossings,Food,WCK,20
43823,23 Jul 2024,Land Crossings,Food,WFP,30
43824,23 Jul 2024,Land Crossings,Food,WFP,15
43825,23 Jul 2024,Land Crossings,Food,WFP,30
43826,23 Jul 2024,Land Crossings,Food,WFP,15
43827,23 Jul 2024,Land Crossings,Food,WFP,15
43828,23 Jul 2024,Land Crossings,Food,WCK,20
43829,23 Jul 2024,Land Crossings,Food,WFP,15
43830,23 Jul 2024,Land Crossings,Food,WFP,30
43831,23 Jul 2024,Land Crossings,Shelter Equipment,IOM,15
43832,23 Jul 2024,Land Crossings,Medical Supplies,MSF,20
43833,24 Jul 2024,Land Crossings,Gas,Private sector,22
43834,24 Jul 2024,Land Crossings,Gas,Private sector,22
43835,24 Jul 2024,Land Crossings,Gas,Private sector,22
43836,24 Jul 2024,Land Crossings,Gas,Private sector,22
43837,24 Jul 2024,Land Crossings,Gas,Private sector,16
43838,24 Jul 2024,Land Crossings,Gas,Private sector,16
43839,24 Jul 2024,Land Crossings,Medical Supplies,WHO,10
43840,24 Jul 2024,Land Crossings,Shelter Equipment,WHO,15
43841,24 Jul 2024,Land Crossings,Combined Aid,WHO,15
43842,24 Jul 2024,Land Crossings,Combined Aid,WHO,15
43843,24 Jul 2024,Land Crossings,Medical Supplies,WHO,10
43844,24 Jul 2024,Land Crossings,Medical Supplies,WHO,10
43845,24 Jul 2024,Land Crossings,Shelter Equipment,UNRWA,10
43846,24 Jul 2024,Land Crossings,Food,WFP,15
43847,24 Jul 2024,Land Crossings,Food,WFP,15
43848,24 Jul 2024,Land Crossings,Food,WFP,15
43849,24 Jul 2024,Land Crossings,Food,WFP,15
43850,24 Jul 2024,Land Crossings,Food,Private sector,20
43851,24 Jul 2024,Land Crossings,Food,Private sector,20
43852,24 Jul 2024,Land Crossings,Food,Private sector,20
43853,24 Jul 2024,Land Crossings,Food,Private sector,20
43854,24 Jul 2024,Land Crossings,Food,Private sector,20
43855,24 Jul 2024,Land Crossings,Food,Private sector,20
43856,24 Jul 2024,Land Crossings,Food,Private sector,20
43857,24 Jul 2024,Land Crossings,Water,Private sector,20
43858,24 Jul 2024,Land Crossings,Food,Private sector,20
43859,24 Jul 2024,Land Crossings,Food,Private sector,20
43860,24 Jul 2024,Land Crossings,Food,Private sector,20
43861,24 Jul 2024,Land Crossings,Food,Private sector,20
43862,24 Jul 2024,Land Crossings,Food,Private sector,20
43863,24 Jul 2024,Land Crossings,Food,Private sector,20
43864,24 Jul 2024,Land Crossings,Food,Private sector,20
43865,24 Jul 2024,Land Crossings,Food,Private sector,20
43866,24 Jul 2024,Land Crossings,Food,Private sector,20
43867,24 Jul 2024,Land Crossings,Food,Private sector,20
43868,24 Jul 2024,Land Crossings,Food,Private sector,20
43869,24 Jul 2024,Land Crossings,Food,Private sector,20
43870,24 Jul 2024,Land Crossings,Food,Private sector,20
43871,24 Jul 2024,Land Crossings,Food,Private sector,20
43872,24 Jul 2024,Land Crossings,Food,Private sector,20
43873,24 Jul 2024,Land Crossings,Food,Private sector,20
43874,24 Jul 2024,Land Crossings,Water,Private sector,20
43875,24 Jul 2024,Land Crossings,Food,Private sector,20
43876,24 Jul 2024,Land Crossings,Food,Private sector,20
43877,24 Jul 2024,Land Crossings,Food,Private sector,20
43878,24 Jul 2024,Land Crossings,Food,Private sector,20
43879,24 Jul 2024,Land Crossings,Food,Private sector,20
43880,24 Jul 2024,Land Crossings,Food,Private sector,20
43881,24 Jul 2024,Land Crossings,Water,Private sector,20
43882,24 Jul 2024,Land Crossings,Food,Private sector,20
43883,24 Jul 2024,Land Crossings,Food,Private sector,20
43884,24 Jul 2024,Land Crossings,Food,Private sector,20
43885,24 Jul 2024,Land Crossings,Combined Aid,Private sector,20
43886,24 Jul 2024,Land Crossings,Food,Private sector,20
43887,24 Jul 2024,Land Crossings,Food,Private sector,20
43888,24 Jul 2024,Land Crossings,Food,Private sector,20
43889,24 Jul 2024,Land Crossings,Food,Private sector,20
43890,24 Jul 2024,Land Crossings,Food,Private sector,20
43891,24 Jul 2024,Land Crossings,Food,Private sector,20
43892,24 Jul 2024,Land Crossings,Food,Private sector,20
43893,24 Jul 2024,Land Crossings,Food,Private sector,20
43894,24 Jul 2024,Land Crossings,Food,Private sector,20
43895,24 Jul 2024,Land Crossings,Food,Private sector,20
43896,24 Jul 2024,Land Crossings,Food,Private sector,20
43897,24 Jul 2024,Land Crossings,Food,Private sector,20
43898,24 Jul 2024,Land Crossings,Food,Private sector,20
43899,24 Jul 2024,Land Crossings,Food,Private sector,20
43900,24 Jul 2024,Land Crossings,Food,Private sector,20
43901,24 Jul 2024,Land Crossings,Food,Private sector,20
43902,24 Jul 2024,Land Crossings,Food,Private sector,20
43903,24 Jul 2024,Land Crossings,Food,Private sector,20
43904,24 Jul 2024,Land Crossings,Food,Private sector,20
43905,24 Jul 2024,Land Crossings,Food,Private sector,20
43906,24 Jul 2024,Land Crossings,Food,Private sector,20
43907,24 Jul 2024,Land Crossings,Food,Private sector,20
43908,24 Jul 2024,Land Crossings,Food,Private sector,20
43909,24 Jul 2024,Land Crossings,Food,Private sector,20
43910,24 Jul 2024,Land Crossings,Food,Private sector,20
43911,24 Jul 2024,Land Crossings,Food,Private sector,20
43912,24 Jul 2024,Land Crossings,Food,Private sector,20
43913,24 Jul 2024,Land Crossings,Food,Private sector,20
43914,24 Jul 2024,Land Crossings,Food,Private sector,20
43915,24 Jul 2024,Land Crossings,Food,Private sector,20
43916,24 Jul 2024,Land Crossings,Food,Private sector,20
43917,24 Jul 2024,Land Crossings,Water,Private sector,20
43918,24 Jul 2024,Land Crossings,Food,Private sector,20
43919,24 Jul 2024,Land Crossings,Food,Private sector,20
43920,24 Jul 2024,Land Crossings,Food,Private sector,20
43921,24 Jul 2024,Land Crossings,Combined Aid,Private sector,20
43922,24 Jul 2024,Land Crossings,Food,Private sector,20
43923,24 Jul 2024,Land Crossings,Food,Private sector,20
43924,24 Jul 2024,Land Crossings,Food,Private sector,20
43925,24 Jul 2024,Land Crossings,Food,Private sector,20
43926,24 Jul 2024,Land Crossings,Food,Private sector,20
43927,24 Jul 2024,Land Crossings,Food,Private sector,20
43928,24 Jul 2024,Land Crossings,Food,Private sector,20
43929,24 Jul 2024,Land Crossings,Food,Private sector,20
43930,24 Jul 2024,Land Crossings,Food,Private sector,20
43931,24 Jul 2024,Land Crossings,Food,Private sector,20
43932,24 Jul 2024,Land Crossings,Food,Private sector,20
43933,24 Jul 2024,Land Crossings,Food,Private sector,20
43934,24 Jul 2024,Land Crossings,Food,Private sector,20
43935,24 Jul 2024,Land Crossings,Food,Private sector,20
43936,24 Jul 2024,Land Crossings,Food,Private sector,20
43937,24 Jul 2024,Land Crossings,Food,Private sector,20
43938,24 Jul 2024,Land Crossings,Food,Private sector,20
43939,24 Jul 2024,Land Crossings,Food,Private sector,20
43940,24 Jul 2024,Land Crossings,Food,Private sector,20
43941,24 Jul 2024,Land Crossings,Food,Private sector,20
43942,24 Jul 2024,Land Crossings,Food,Private sector,20
43943,24 Jul 2024,Land Crossings,Food,Private sector,20
43944,24 Jul 2024,Land Crossings,Food,Private sector,20
43945,24 Jul 2024,Land Crossings,Food,UNICEF,15
43946,24 Jul 2024,Land Crossings,Food,UNICEF,15
43947,24 Jul 2024,Land Crossings,Food,UNICEF,15
43948,24 Jul 2024,Land Crossings,Food,UNICEF,15
43949,24 Jul 2024,Land Crossings,Food,UNICEF,15
43950,24 Jul 2024,Land Crossings,Food,UNICEF,15
43951,24 Jul 2024,Land Crossings,Food,Private sector,20
43952,24 Jul 2024,Land Crossings,Food,Private sector,20
43953,24 Jul 2024,Land Crossings,Food,Private sector,20
43954,24 Jul 2024,Land Crossings,Food,Private sector,20
43955,24 Jul 2024,Land Crossings,Food,Private sector,20
43956,24 Jul 2024,Land Crossings,Food,Private sector,20
43957,24 Jul 2024,Land Crossings,Food,Private sector,20
43958,24 Jul 2024,Land Crossings,Food,Private sector,20
43959,24 Jul 2024,Land Crossings,Food,Private sector,20
43960,24 Jul 2024,Land Crossings,Food,Private sector,20
43961,24 Jul 2024,Land Crossings,Food,Private sector,20
43962,24 Jul 2024,Land Crossings,Food,UNICEF,15
43963,24 Jul 2024,Land Crossings,Food,UNICEF,15
43964,24 Jul 2024,Land Crossings,Food,UNICEF,15
43965,24 Jul 2024,Land Crossings,Food,UNICEF,15
43966,24 Jul 2024,Land Crossings,Food,UNICEF,15
43967,24 Jul 2024,Land Crossings,Food,UNICEF,15
43968,24 Jul 2024,Land Crossings,Food,UNICEF,15
43969,24 Jul 2024,Land Crossings,Food,WFP,15
43970,24 Jul 2024,Land Crossings,Food,WFP,15
43971,24 Jul 2024,Land Crossings,Food,WFP,15
43972,24 Jul 2024,Land Crossings,Food,WFP,15
43973,24 Jul 2024,Land Crossings,Food,WFP,15
43974,24 Jul 2024,Land Crossings,Food,WFP,15
43975,24 Jul 2024,Land Crossings,Food,WFP,15
43976,24 Jul 2024,Land Crossings,Food,WFP,15
43977,24 Jul 2024,Land Crossings,Food,WFP,15
43978,24 Jul 2024,Land Crossings,Food,WFP,15
43979,24 Jul 2024,Land Crossings,Food,WFP,15
43980,24 Jul 2024,Land Crossings,Food,WFP,15
43981,24 Jul 2024,Land Crossings,Food,WFP,15
43982,24 Jul 2024,Land Crossings,Food,WFP,15
43983,24 Jul 2024,Land Crossings,Food,WFP,15
43984,24 Jul 2024,Land Crossings,Food,WFP,15
43985,24 Jul 2024,Land Crossings,Medical Supplies,Rahma,20
43986,24 Jul 2024,Land Crossings,Food,UNICEF,15
43987,24 Jul 2024,Land Crossings,Food,UNICEF,15
43988,25 Jul 2024,Land Crossings,Gas,Private sector,22
43989,25 Jul 2024,Land Crossings,Gas,Private sector,22
43990,25 Jul 2024,Land Crossings,Gas,Private sector,22
43991,25 Jul 2024,Land Crossings,Gas,Private sector,22
43992,25 Jul 2024,Land Crossings,Gas,Private sector,20
43993,25 Jul 2024,Land Crossings,Gas,Private sector,20
43994,25 Jul 2024,Land Crossings,Fuel,UNOPS,42.71035
43995,25 Jul 2024,Land Crossings,Fuel,UNOPS,42.71035
43996,25 Jul 2024,Land Crossings,Fuel,UNOPS,42.71035
43997,25 Jul 2024,Land Crossings,Fuel,UNOPS,42.71035
43998,25 Jul 2024,Land Crossings,Fuel,UNOPS,42.71035
43999,25 Jul 2024,Land Crossings,Fuel,UNOPS,42.71035
44000,25 Jul 2024,Land Crossings,Fuel,UNOPS,42.71035
44001,25 Jul 2024,Land Crossings,Food,Private sector,20
44002,25 Jul 2024,Land Crossings,Food,Private sector,20
44003,25 Jul 2024,Land Crossings,Combined Aid,Private sector,20
44004,25 Jul 2024,Land Crossings,Food,Private sector,20
44005,25 Jul 2024,Land Crossings,Food,Private sector,20
44006,25 Jul 2024,Land Crossings,Food,Private sector,20
44007,25 Jul 2024,Land Crossings,Food,Private sector,20
44008,25 Jul 2024,Land Crossings,Food,Private sector,20
44009,25 Jul 2024,Land Crossings,Food,Private sector,20
44010,25 Jul 2024,Land Crossings,Food,Private sector,20
44011,25 Jul 2024,Land Crossings,Food,Private sector,20
44012,25 Jul 2024,Land Crossings,Water,Private sector,20
44013,25 Jul 2024,Land Crossings,Food,Private sector,20
44014,25 Jul 2024,Land Crossings,Food,Private sector,20
44015,25 Jul 2024,Land Crossings,Food,Private sector,20
44016,25 Jul 2024,Land Crossings,Food,Private sector,20
44017,25 Jul 2024,Land Crossings,Food,Private sector,20
44018,25 Jul 2024,Land Crossings,Food,Private sector,20
44019,25 Jul 2024,Land Crossings,Food,Private sector,20
44020,25 Jul 2024,Land Crossings,Combined Aid,Private sector,20
44021,25 Jul 2024,Land Crossings,Food,Private sector,20
44022,25 Jul 2024,Land Crossings,Food,Private sector,20
44023,25 Jul 2024,Land Crossings,Food,Private sector,20
44024,25 Jul 2024,Land Crossings,Food,Private sector,20
44025,25 Jul 2024,Land Crossings,Food,Private sector,20
44026,25 Jul 2024,Land Crossings,Food,Private sector,20
44027,25 Jul 2024,Land Crossings,Food,Private sector,20
44028,25 Jul 2024,Land Crossings,Food,Private sector,20
44029,25 Jul 2024,Land Crossings,Water,Private sector,20
44030,25 Jul 2024,Land Crossings,Food,Private sector,20
44031,25 Jul 2024,Land Crossings,Food,Private sector,20
44032,25 Jul 2024,Land Crossings,Food,Private sector,20
44033,25 Jul 2024,Land Crossings,Food,Private sector,20
44034,25 Jul 2024,Land Crossings,Food,Private sector,20
44035,25 Jul 2024,Land Crossings,Food,Private sector,20
44036,25 Jul 2024,Land Crossings,Food,Private sector,20
44037,25 Jul 2024,Land Crossings,Food,Private sector,20
44038,25 Jul 2024,Land Crossings,Food,Private sector,20
44039,25 Jul 2024,Land Crossings,Food,Private sector,20
44040,25 Jul 2024,Land Crossings,Food,Private sector,20
44041,25 Jul 2024,Land Crossings,Food,Private sector,20
44042,25 Jul 2024,Land Crossings,Food,Private sector,20
44043,25 Jul 2024,Land Crossings,Food,Private sector,20
44044,25 Jul 2024,Land Crossings,Food,Private sector,20
44045,25 Jul 2024,Land Crossings,Food,Private sector,20
44046,25 Jul 2024,Land Crossings,Food,Private sector,20
44047,25 Jul 2024,Land Crossings,Food,Private sector,20
44048,25 Jul 2024,Land Crossings,Food,Private sector,20
44049,25 Jul 2024,Land Crossings,Food,Private sector,20
44050,25 Jul 2024,Land Crossings,Food,Private sector,20
44051,25 Jul 2024,Land Crossings,Food,Private sector,20
44052,25 Jul 2024,Land Crossings,Food,Private sector,20
44053,25 Jul 2024,Land Crossings,Food,Private sector,20
44054,25 Jul 2024,Land Crossings,Food,Private sector,20
44055,25 Jul 2024,Land Crossings,Food,Private sector,20
44056,25 Jul 2024,Land Crossings,Food,Private sector,20
44057,25 Jul 2024,Land Crossings,Food,Private sector,20
44058,25 Jul 2024,Land Crossings,Food,Private sector,20
44059,25 Jul 2024,Land Crossings,Food,Private sector,20
44060,25 Jul 2024,Land Crossings,Food,Private sector,20
44061,25 Jul 2024,Land Crossings,Food,Private sector,20
44062,25 Jul 2024,Land Crossings,Food,Private sector,20
44063,25 Jul 2024,Land Crossings,Food,Private sector,20
44064,25 Jul 2024,Land Crossings,Food,Private sector,20
44065,25 Jul 2024,Land Crossings,Food,Private sector,20
44066,25 Jul 2024,Land Crossings,Food,Private sector,20
44067,25 Jul 2024,Land Crossings,Water,Private sector,20
44068,25 Jul 2024,Land Crossings,Food,Private sector,20
44069,25 Jul 2024,Land Crossings,Food,Private sector,20
44070,25 Jul 2024,Land Crossings,Combined Aid,Private sector,20
44071,25 Jul 2024,Land Crossings,Food,Private sector,20
44072,25 Jul 2024,Land Crossings,Food,Private sector,20
44073,25 Jul 2024,Land Crossings,Water,Private sector,20
44074,25 Jul 2024,Land Crossings,Food,Private sector,20
44075,25 Jul 2024,Land Crossings,Food,Private sector,20
44076,25 Jul 2024,Land Crossings,Food,Private sector,20
44077,25 Jul 2024,Land Crossings,Combined Aid,Private sector,20
44078,25 Jul 2024,Land Crossings,Food,Private sector,20
44079,25 Jul 2024,Land Crossings,Water,Private sector,20
44080,25 Jul 2024,Land Crossings,Food,Private sector,20
44081,25 Jul 2024,Land Crossings,Food,Private sector,20
44082,25 Jul 2024,Land Crossings,Food,Private sector,20
44083,25 Jul 2024,Land Crossings,Water,Private sector,20
44084,25 Jul 2024,Land Crossings,Food,Private sector,20
44085,25 Jul 2024,Land Crossings,Food,Private sector,20
44086,25 Jul 2024,Land Crossings,Food,Private sector,20
44087,25 Jul 2024,Land Crossings,Food,Private sector,20
44088,25 Jul 2024,Land Crossings,Food,Private sector,20
44089,25 Jul 2024,Land Crossings,Food,Private sector,20
44090,25 Jul 2024,Land Crossings,Food,Private sector,20
44091,25 Jul 2024,Land Crossings,Food,Private sector,20
44092,25 Jul 2024,Land Crossings,Food,Private sector,20
44093,25 Jul 2024,Land Crossings,Food,Private sector,20
44094,25 Jul 2024,Land Crossings,Food,Private sector,20
44095,25 Jul 2024,Land Crossings,Food,Private sector,20
44096,25 Jul 2024,Land Crossings,Food,Private sector,20
44097,25 Jul 2024,Land Crossings,Food,Private sector,20
44098,25 Jul 2024,Land Crossings,Food,Private sector,20
44099,25 Jul 2024,Land Crossings,Food,Private sector,20
44100,25 Jul 2024,Land Crossings,Food,Private sector,20
44101,25 Jul 2024,Land Crossings,Food,Private sector,20
44102,25 Jul 2024,Land Crossings,Food,Private sector,20
44103,25 Jul 2024,Land Crossings,Food,Private sector,20
44104,25 Jul 2024,Land Crossings,Food,Private sector,20
44105,25 Jul 2024,Land Crossings,Food,Private sector,20
44106,25 Jul 2024,Land Crossings,Food,Private sector,20
44107,25 Jul 2024,Land Crossings,Food,Private sector,20
44108,25 Jul 2024,Land Crossings,Food,Private sector,20
44109,25 Jul 2024,Land Crossings,Food,Private sector,20
44110,25 Jul 2024,Land Crossings,Food,Private sector,20
44111,25 Jul 2024,Land Crossings,Food,Private sector,20
44112,25 Jul 2024,Land Crossings,Food,Private sector,20
44113,25 Jul 2024,Land Crossings,Food,Private sector,20
44114,25 Jul 2024,Land Crossings,Food,Private sector,20
44115,25 Jul 2024,Land Crossings,Food,Private sector,20
44116,25 Jul 2024,Land Crossings,Food,Private sector,20
44117,25 Jul 2024,Land Crossings,Food,Private sector,20
44118,25 Jul 2024,Land Crossings,Water,Private sector,20
44119,25 Jul 2024,Land Crossings,Food,Private sector,20
44120,25 Jul 2024,Land Crossings,Food,Private sector,20
44121,25 Jul 2024,Land Crossings,Combined Aid,Private sector,20
44122,25 Jul 2024,Land Crossings,Food,Private sector,20
44123,25 Jul 2024,Land Crossings,Food,Private sector,20
44124,25 Jul 2024,Land Crossings,Water,Private sector,20
44125,25 Jul 2024,Land Crossings,Food,Private sector,20
44126,25 Jul 2024,Land Crossings,Food,Private sector,20
44127,25 Jul 2024,Land Crossings,Food,Private sector,20
